Year,Month,Day,CheungChau,HongKongInternationalAirport,HongKongObservatory,KaiTak,KauSaiChau,KingsPark,LauFauShan,PengChau,ShaTin,ShamShuiPo,ShauKeiWan,ShekKong,SheungShui,TaiMeiTuk,TaiMoShan,TatesCairn,TauKwuLing,ThePeak,TsahYueWu,TseungKwanO,TsingYi,TsuenWan,TuenMum ChildrenAndJuvenileHome,WaglanIsland,WestLandPark,Average_Rainfall
1983,12.0,19.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1983,12.0,20.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1983,12.0,21.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1983,12.0,22.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1983,12.0,23.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1983,12.0,24.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1983,12.0,25.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1983,12.0,26.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1983,12.0,27.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1983,12.0,28.0,,,2.5,,,,,,,,,,,,,,,,,,,,,,,2.5
1983,12.0,29.0,,,4.5,,,,,,,,,,,,,,,,,,,,,,,4.5
1983,12.0,30.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1983,12.0,31.0,,,0.4,,,,,,,,,,,,,,,,,,,,,,,0.4
1984,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,11.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,14.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,16.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,1.0,17.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,1.0,18.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,19.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,20.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,1.0,21.0,,,2.5,,,,,,,,,,,,,,,,,,,,,,,2.5
1984,1.0,22.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1
1984,1.0,23.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,1.0,24.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,1.0,25.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,1.0,26.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,27.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,28.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,1.0,29.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,1.0,30.0,,,0.3,,,,,,,,,,,,,,,,,,,,,,,0.3
1984,1.0,31.0,,,0.6,,,,,,,,,,,,,,,,,,,,,,,0.6
1984,2.0,1.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,2.0,2.0,,,0.6,,,,,,,,,,,,,,,,,,,,,,,0.6
1984,2.0,3.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1
1984,2.0,4.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,2.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,2.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,2.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,2.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,2.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,2.0,10.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,0.5
1984,2.0,11.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,2.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,2.0,13.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,2.0,14.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,2.0,15.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,2.0,16.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,2.0,17.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,2.0,18.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,2.0,19.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,2.0,20.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,2.0,21.0,,,0.4,,,,,,,,,,,,,,,,,,,,,,,0.4
1984,2.0,22.0,,,1.1,,,,,,,,,,,,,,,,,,,,,,,1.1
1984,2.0,23.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,2.0,24.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,2.0,25.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,2.0,26.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,2.0,27.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,2.0,28.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,2.0,29.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,3.0,1.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1
1984,3.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,3.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,3.0,5.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,3.0,6.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,3.0,7.0,,,0.3,,,,,,,,,,,,,,,,,,,,,,,0.3
1984,3.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,3.0,9.0,,,2.5,,,,,,,,,,,,,,,,,,,,,,,2.5
1984,3.0,10.0,,,1.7,,,,,,,,,,,,,,,,,,,,,,,1.7
1984,3.0,11.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,3.0,12.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,3.0,13.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,3.0,14.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,3.0,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,3.0,16.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,3.0,17.0,,,0.4,,,,,,,,,,,,,,,,,,,,,,,0.4
1984,3.0,18.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1
1984,3.0,19.0,,,1.7,,,,,,,,,,,,,,,,,,,,,,,1.7
1984,3.0,20.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,3.0
1984,3.0,21.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,3.0,22.0,,,3.7,,,,,,,,,,,,,,,,,,,,,,,3.7
1984,3.0,23.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,3.0,24.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,3.0,25.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1
1984,3.0,26.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,3.0,27.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,3.0,28.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,3.0,29.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,3.0,30.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,3.0,31.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,4.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,4.0,2.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,4.0,3.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,4.0,5.0,,,4.4,,,,,,,,,,,,,,,,,,,,,,,4.4
1984,4.0,6.0,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.2
1984,4.0,7.0,,,2.7,,,,,,,,,,,,,,,,,,,,,,,2.7
1984,4.0,8.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1
1984,4.0,9.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,4.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,4.0,11.0,,,0.7,,,,,,,,,,,,,,,,,,,,,,,0.7
1984,4.0,12.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,4.0,13.0,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.2
1984,4.0,14.0,,,13.9,,,,,,,,,,,,,,,,,,,,,,,13.9
1984,4.0,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,4.0,16.0,,,0.3,,,,,,,,,,,,,,,,,,,,,,,0.3
1984,4.0,17.0,,,65.8,,,,,,,,,,,,,,,,,,,,,,,65.8
1984,4.0,18.0,,,11.4,,,,,,,,,,,,,,,,,,,,,,,11.4
1984,4.0,19.0,,,4.3,,,,,,,,,,,,,,,,,,,,,,,4.3
1984,4.0,20.0,,,1.9,,,,,,,,,,,,,,,,,,,,,,,1.9
1984,4.0,21.0,,,40.3,,,,,,,,,,,,,,,,,,,,,,,40.3
1984,4.0,22.0,,,1.3,,,,,,,,,,,,,,,,,,,,,,,1.3
1984,4.0,23.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,4.0,24.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,4.0,25.0,,,0.6,,,,,,,,,,,,,,,,,,,,,,,0.6
1984,4.0,26.0,,,1.6,,,,,,,,,,,,,,,,,,,,,,,1.6
1984,4.0,27.0,,,44.4,,,,,,,,,,,,,,,,,,,,,,,44.4
1984,4.0,28.0,,,1.2,,,,,,,,,,,,,,,,,,,,,,,1.2
1984,4.0,29.0,,,19.4,,,,,,,,,,,,,,,,,,,,,,,19.4
1984,4.0,30.0,,,0.3,,,,,,,,,,,,,,,,,,,,,,,0.3
1984,5.0,1.0,,,0.4,,,,,,,,,,,,,,,,,,,,,,,0.4
1984,5.0,2.0,,,0.6,,,,,,,,,,,,,,,,,,,,,,,0.6
1984,5.0,3.0,,,1.3,,,,,,,,,,,,,,,,,,,,,,,1.3
1984,5.0,4.0,,,48.0,,,,,,,,,,,,,,,,,,,,,,,48.0
1984,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,5.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,5.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,5.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,5.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,5.0,10.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,5.0,11.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,5.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,5.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,5.0,14.0,,,36.4,,,,,,,,,,,,,,,,,,,,,,,36.4
1984,5.0,15.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,5.0,16.0,,,1.4,,,,,,,,,,,,,,,,,,,,,,,1.4
1984,5.0,17.0,,,72.0,,,,,,,,,,,,,,,,,,,,,,,72.0
1984,5.0,18.0,,,40.2,,,,,,,,,,,,,,,,,,,,,,,40.2
1984,5.0,19.0,,,16.5,,,,,,,,,,,,,,,,,,,,,,,16.5
1984,5.0,20.0,,,34.0,,,,,,,,,,,,,,,,,,,,,,,34.0
1984,5.0,21.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,5.0,22.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,5.0,23.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,5.0,24.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,5.0,25.0,,,1.1,,,,,,,,,,,,,,,,,,,,,,,1.1
1984,5.0,26.0,,,9.9,,,,,,,,,,,,,,,,,,,,,,,9.9
1984,5.0,27.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,5.0,28.0,,,5.1,,,,,,,,,,,,,,,,,,,,,,,5.1
1984,5.0,29.0,,,51.1,,,,,,,,,,,,,,,,,,,,,,,51.1
1984,5.0,30.0,,,150.0,,,,,,,,,,,,,,,,,,,,,,,150.0
1984,5.0,31.0,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.2
1984,6.0,1.0,,,0.8,,,,,,,,,,,,,,,,,,,,,,,0.8
1984,6.0,2.0,,,3.2,,,,,,,,,,,,,,,,,,,,,,,3.2
1984,6.0,3.0,,,19.7,,,,,,,,,,,,,,,,,,,,,,,19.7
1984,6.0,4.0,,,45.8,,,,,,,,,,,,,,,,,,,,,,,45.8
1984,6.0,5.0,,,21.9,,,,,,,,,,,,,,,,,,,,,,,21.9
1984,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,6.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,6.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,6.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,6.0,10.0,,,4.2,,,,,,,,,,,,,,,,,,,,,,,4.2
1984,6.0,11.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1
1984,6.0,12.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,11.0
1984,6.0,13.0,,,0.4,,,,,,,,,,,,,,,,,,,,,,,0.4
1984,6.0,14.0,,,1.6,,,,,,,,,,,,,,,,,,,,,,,1.6
1984,6.0,15.0,,,0.9,,,,,,,,,,,,,,,,,,,,,,,0.9
1984,6.0,16.0,,,174.7,,,,,,,,,,,,,,,,,,,,,,,174.7
1984,6.0,17.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,6.0,18.0,,,2.3,,,,,,,,,,,,,,,,,,,,,,,2.3
1984,6.0,19.0,,,23.5,,,,,,,,,,,,,,,,,,,,,,,23.5
1984,6.0,20.0,,,15.1,,,,,,,,,,,,,,,,,,,,,,,15.1
1984,6.0,21.0,,,29.6,,,,,,,,,,,,,,,,,,,,,,,29.6
1984,6.0,22.0,,,4.1,,,,,,,,,,,,,,,,,,,,,,,4.1
1984,6.0,23.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,6.0,24.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1
1984,6.0,25.0,,,56.4,,,,,,,,,,,,,,,,,,,,,,,56.4
1984,6.0,26.0,,,0.3,,,,,,,,,,,,,,,,,,,,,,,0.3
1984,6.0,27.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,8.0
1984,6.0,28.0,,,9.6,,,,,,,,,,,,,,,,,,,,,,,9.6
1984,6.0,29.0,,,7.5,,,,,,,,,,,,,,,,,,,,,,,7.5
1984,6.0,30.0,,,4.9,,,,,,,,,,,,,,,,,,,,,,,4.9
1984,7.0,1.0,,,0.6,,,,,,,,,,,,,,,,,,,,,,,0.6
1984,7.0,2.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,0.5
1984,7.0,3.0,,,18.8,,,,,,,,,,,,,,,,,,,,,,,18.8
1984,7.0,4.0,,,2.4,,,,,,,,,,,,,,,,,,,,,,,2.4
1984,7.0,5.0,,,11.1,,,,,,,,,,,,,,,,,,,,,,,11.1
1984,7.0,6.0,,,0.9,,,,,,,,,,,,,,,,,,,,,,,0.9
1984,7.0,7.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,7.0,8.0,,,13.9,,,,,,,,,,,,,,,,,,,,,,,13.9
1984,7.0,9.0,,,70.3,,,,,,,,,,,,,,,,,,,,,,,70.3
1984,7.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,7.0,11.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,7.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,7.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,7.0,14.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,7.0,15.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,7.0,16.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,7.0,17.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,7.0,18.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,7.0,19.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,7.0,20.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,7.0,21.0,,,5.5,,,,,,,,,,,,,,,,,,,,,,,5.5
1984,7.0,22.0,,,1.9,,,,,,,,,,,,,,,,,,,,,,,1.9
1984,7.0,23.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,7.0,24.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,7.0,25.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,7.0,26.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,7.0,27.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,7.0,28.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,7.0,29.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,7.0,30.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,7.0,31.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,8.0,1.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,8.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,8.0,3.0,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.2
1984,8.0,4.0,,,75.2,,,,,,,,,,,,,,,,,,,,,,,75.2
1984,8.0,5.0,,,23.2,,,,,,,,,,,,,,,,,,,,,,,23.2
1984,8.0,6.0,,,6.5,,,,,,,,,,,,,,,,,,,,,,,6.5
1984,8.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,8.0,9.0,,,11.4,,,,,,,,,,,,,,,,,,,,,,,11.4
1984,8.0,10.0,,,29.9,,,,,,,,,,,,,,,,,,,,,,,29.9
1984,8.0,11.0,,,69.0,,,,,,,,,,,,,,,,,,,,,,,69.0
1984,8.0,12.0,,,29.6,,,,,,,,,,,,,,,,,,,,,,,29.6
1984,8.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,8.0,14.0,,,5.5,,,,,,,,,,,,,,,,,,,,,,,5.5
1984,8.0,15.0,,,7.3,,,,,,,,,,,,,,,,,,,,,,,7.3
1984,8.0,16.0,,,26.3,,,,,,,,,,,,,,,,,,,,,,,26.3
1984,8.0,17.0,,,5.1,,,,,,,,,,,,,,,,,,,,,,,5.1
1984,8.0,18.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,8.0,19.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,8.0,20.0,,,14.8,,,,,,,,,,,,,,,,,,,,,,,14.8
1984,8.0,21.0,,,35.0,,,,,,,,,,,,,,,,,,,,,,,35.0
1984,8.0,22.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,8.0,23.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,8.0,24.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,8.0,25.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,8.0,26.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,8.0,27.0,,,3.9,,,,,,,,,,,,,,,,,,,,,,,3.9
1984,8.0,28.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,8.0,29.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,8.0,30.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,8.0,31.0,,,5.9,,,,,,,,,,,,,,,,,,,,,,,5.9
1984,9.0,1.0,,,83.8,,,,,,,,,,,,,,,,,,,,,,,83.8
1984,9.0,2.0,,,23.7,,,,,,,,,,,,,,,,,,,,,,,23.7
1984,9.0,3.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,9.0,4.0,,,4.4,,,,,,,,,,,,,,,,,,,,,,,4.4
1984,9.0,5.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,11.0
1984,9.0,6.0,,,5.2,,,,,,,,,,,,,,,,,,,,,,,5.2
1984,9.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,9.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,9.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,9.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,9.0,11.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,9.0,12.0,,,1.9,,,,,,,,,,,,,,,,,,,,,,,1.9
1984,9.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,9.0,14.0,,,3.4,,,,,,,,,,,,,,,,,,,,,,,3.4
1984,9.0,15.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1984,9.0,16.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,15.0
1984,9.0,17.0,,,0.8,,,,,,,,,,,,,,,,,,,,,,,0.8
1984,9.0,18.0,,,3.5,,,,,,,,,,,,,,,,,,,,,,,3.5
1984,9.0,19.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,9.0,20.0,,,34.0,,,,,,,,,,,,,,,,,,,,,,,34.0
1984,9.0,21.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,9.0,22.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,9.0,23.0,,,1.6,,,,,,,,,,,,,,,,,,,,,,,1.6
1984,9.0,24.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,9.0,25.0,,,2.2,,,,,,,,,,,,,,,,,,,,,,,2.2
1984,9.0,26.0,,,19.9,,,,,,,,,,,,,,,,,,,,,,,19.9
1984,9.0,27.0,,,0.9,,,,,,,,,,,,,,,,,,,,,,,0.9
1984,9.0,28.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,9.0,29.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,9.0,30.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,10.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,10.0,2.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0
1984,10.0,3.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0
1984,10.0,4.0,,,0.0,,,,,,3.5,,,,,,,,,,,,,,,,,1.75
1984,10.0,5.0,,,0.025,,,,,,3.0,,,,,,,,,,,,,,,,,1.5125
1984,10.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1984,10.0,7.0,,,0.025,,,,,,0.0,,,,,,,,,,,,,,,,,0.0125
1984,10.0,8.0,,,0.025,,,,,,0.0,,,,,,,,,,,,,,,,,0.0125
1984,10.0,9.0,,,0.025,,,,,,0.0,,,,,,,,,,,,,,,,,0.0125
1984,10.0,10.0,,,79.2,,,,,,0.0,,,,,,,,,,,,,,,,,39.6
1984,10.0,11.0,,,78.1,,,,,,5.0,,,,,,,,,,,,,,,,,41.55
1984,10.0,12.0,,,5.5,,,,,,0.0,,,,,,,,,,,,,,,,,2.75
1984,10.0,13.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0
1984,10.0,14.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0
1984,10.0,15.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0
1984,10.0,16.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0
1984,10.0,17.0,,,3.6,,,,,,5.5,,,,,,,,,,,,,,,,,4.55
1984,10.0,18.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0
1984,10.0,19.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0
1984,10.0,20.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0
1984,10.0,21.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0
1984,10.0,22.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0
1984,10.0,23.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0
1984,10.0,24.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0
1984,10.0,25.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0
1984,10.0,26.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0
1984,10.0,27.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0
1984,10.0,28.0,,,0.5,,,,,,0.0,,,,,,,,,,,,,,,,,0.25
1984,10.0,29.0,,,0.2,,,,,,0.0,,,,,,,,,,,,,,,,,0.1
1984,10.0,30.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0
1984,10.0,31.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0
